"PlayerName","Club","Position","PositionType","DoB","Age","IPOPrice","IPODate","CurrentPrice"
"Jacob Bruun Larsen","Borussia Dortmund","Forward","Second Striker/ Winger","19/09/1998","20","£0.60","10/10/2018","£1.01"
"William Saliba","St Etienne","Goalkeeper/ Defender","Centre Back","24/03/2001","18","£0.30","15/11/2018","£0.98"
"Ibrahima Konate","RB Leipzig","Goalkeeper/ Defender","Centre Back","25/05/1999","20","£0.17","09/01/2018","£0.98"
"Exequiel Palacios","River Plate","Midfield","Central Midfielder","05/10/1998","20","£0.60","31/10/2018","£0.99"
"Wylan Cyprien","OGC Nice","Midfield","Attacking Midfielder/ Winger","28/01/1995","24","£0.57","01/11/2017","£1.23"
"Niklas Sule","Bayern Munich","Goalkeeper/ Defender","Centre Back","03/09/1995","23","£0.30","10/11/2017","£0.98"
"Ianis Hagi","Fiorentina","Midfield","Attacking Midfielder/ Winger","22/10/1998","20","£0.17","23/11/2017","£0.99"
"Nico Schulz","Hoffenheim","Midfield","Attacking Midfielder/ Winger","01/04/1993","26","£0.20","06/12/2017","£0.95"
"Josip Brekalo","Wolfsburg","Midfield","Attacking Midfielder/ Winger","23/06/1998","21","£0.17","02/03/2018","£1.08"
"Wout Weghorst","Wolfsburg","Forward","Centre Forward","07/08/1992","27","£0.23","13/09/2018","£1.11"
"Donyell Malen","PSV","Forward","Centre Forward","19/01/1999","20","£0.40","14/09/2018","£1.02"
"Gian-Luca Waldschmidt","Freiburg","Forward","Centre Forward","19/05/1996","23","£0.30","05/10/2018","£1.13"
"Marco Richter","Augsburg","Forward","Second Striker/ Winger","24/11/1997","21","£0.27","09/01/2019","£1.04"
"Mesut Ozil","Arsenal","Midfield","Attacking Midfielder/ Winger","15/10/1988","30","£0.08","","£0.93"
"Luke Shaw","Man United","Goalkeeper/ Defender","Full back","12/07/1995","24","£0.08","","£1.00"
"Malcom","Barcelona","Forward","Second Striker/ Winger","26/02/1997","22","£0.40","03/11/2017","£0.96"
"Andrea Pinamonti","Frosinone","Forward","Centre Forward","19/05/1999","20","£0.17","08/12/2017","£1.16"
"Amadou Haidara","Red Bull","Midfield","Defensive Midfielder/ Wingback","31/01/1998","21","£0.13","14/03/2018","£0.94"
"Alfredo Morelos","Rangers","Forward","Centre Forward","21/06/1996","23","£0.27","12/09/2018","£0.97"
"Andrej Kramaric","Hoffenheim","Forward","Centre Forward","19/06/1991","28","£0.27","03/11/2017","£0.95"
"Brais Mendez","Celta","Midfield","Attacking Midfielder/ Winger","07/01/1997","22","£0.40","26/10/2018","£0.97"
"Gylfi Sigurdsson","Everton","Midfield","Attacking Midfielder/ Winger","08/09/1989","29","£0.08","","£0.95"
"Ever Banega","Sevilla","Midfield","Central Midfielder","29/06/1988","31","£0.23","17/11/2017","£1.00"
"Carles Alena","Barcelona","Midfield","Central Midfielder","05/01/1998","21","£0.17","22/12/2017","£0.99"
"Jorginho","Chelsea","Midfield","Central Midfielder","20/12/1991","27","£0.37","10/11/2017","£1.04"
"Arkadiusz Milik","Napoli","Forward","Centre Forward","28/02/1994","25","£0.30","16/11/2017","£1.03"
"Koke","Atlético Madrid","Midfield","Central Midfielder","08/01/1992","27","£0.08","","£0.97"
"Alisson","Liverpool","Goalkeeper/ Defender","Goalkeeper","02/10/1992","26","£0.23","09/11/2017","£0.96"
"Axel Tuanzebe","Man United","Goalkeeper/ Defender","Centre Back","14/11/1997","21","£0.10","24/11/2017","£0.94"
"Kevin Volland","Leverkusen","Forward","Second Striker/ Winger","30/07/1992","27","£0.27","06/12/2017","£1.07"
"Ruben Vinagre","Wolves","Goalkeeper/ Defender","Full back","09/04/1999","20","£0.10","23/04/2018","£0.97"
"Pedrinho","Other","Goalkeeper/ Defender","Full back","13/04/1998","21","£0.50","18/10/2018","£0.92"
"Michael Obafemi","Southampton","Forward","Centre Forward","06/07/2000","19","£0.53","05/12/2018","£0.90"
"Thomas Lemar","Atlético Madrid","Midfield","Attacking Midfielder/ Winger","12/11/1995","23","£0.08","","£1.05"
"Abdou Diallo","Borussia Dortmund","Goalkeeper/ Defender","Centre Back","04/05/1996","23","£0.10","22/12/2017","£0.95"
"Abel Ruiz","Barcelona","Forward","Centre Forward","28/01/2000","19","£0.53","10/10/2018","£0.97"
"Andrea Belotti","Torino","Forward","Centre Forward","20/12/1993","25","£0.08","","£1.04"
"Raphael Guerreiro","Borussia Dortmund","Goalkeeper/ Defender","Full back","22/12/1993","25","£0.20","15/11/2017","£0.93"
"Nathan Ake","Bournemouth","Goalkeeper/ Defender","Centre Back","18/02/1995","24","£0.27","17/11/2017","£0.88"
"Dan-Axel Zagadou","Borussia Dortmund","Goalkeeper/ Defender","Centre Back","03/06/1999","20","£0.13","30/11/2017","£0.91"
"Florian Neuhaus","Borussia Mönchengladbach","Midfield","Central Midfielder","16/03/1997","22","£0.30","19/09/2018","£0.95"
"Moussa Djenepo","Standard Liège","Midfield","Attacking Midfielder/ Winger","15/06/1998","21","£0.33","05/10/2018","£0.91"
"Renan Lodi","Atlético Madrid","Goalkeeper/ Defender","Full back","08/04/1998","21","£0.70","19/07/2019","£0.92"
"Milan Skriniar","Internazionale","Goalkeeper/ Defender","Centre Back","11/02/1995","24","£0.17","02/11/2017","£0.99"
"Ainsley Maitland-Niles","Arsenal","Midfield","Defensive Midfielder/ Wingback","29/08/1997","21","£0.08","24/11/2017","£0.93"
"Maxwel Cornet","Lyon","Forward","Second Striker/ Winger","27/09/1996","22","£0.10","24/11/2017","£0.78"
"Christopher Nkunku","PSG","Midfield","Attacking Midfielder/ Winger","14/11/1997","21","£0.10","01/12/2017","£1.00"
"Ferland Mendy","Lyon","Goalkeeper/ Defender","Full back","08/06/1995","24","£0.23","22/01/2018","£0.90"
"Eljif Elmas","Fenerbahçe","Midfield","Central Midfielder","24/09/1999","19","£0.47","26/10/2018","£0.91"
"Oliver Skipp","Tottenham","Midfield","Defensive Midfielder/ Wingback","16/09/2000","18","£0.37","26/10/2018","£0.90"
"Willian","Chelsea","Forward","Second Striker/ Winger","09/08/1988","31","£0.08","","£0.87"
"Luis Suárez","Barcelona","Forward","Centre Forward","24/01/1987","32","£0.08","","£0.81"
"Edinson Cavani","PSG","Forward","Centre Forward","14/02/1987","32","£0.08","","£0.98"
"Marco Verratti","PSG","Midfield","Central Midfielder","05/11/1992","26","£0.08","","£0.98"
"Saul Niguez","Atlético Madrid","Midfield","Central Midfielder","21/11/1994","24","£0.08","","£0.92"
"Matias Vargas","Espanyol","Midfield","Attacking Midfielder/ Winger","08/05/1997","22","£0.80","19/07/2019","£0.95"
"Christoph Zimmermann","Norwich","Goalkeeper/ Defender","Centre Back","12/01/1993","26","£0.90","08/08/2019","£0.91"
"Timm Klose","Norwich","Goalkeeper/ Defender","Centre Back","09/05/1988","31","£0.90","08/08/2019","£0.91"
"Marcel Halstenberg","RB Leipzig","Goalkeeper/ Defender","Full back","27/09/1991","27","£0.20","07/11/2017","£1.09"
"Franck Kessie","AC Milan","Midfield","Central Midfielder","19/12/1996","22","£0.50","08/11/2017","£0.91"
"Carlos Soler","Valencia","Midfield","Central Midfielder","02/01/1997","22","£0.20","10/11/2017","£0.93"
"Andreas Pereira","Man United","Midfield","Attacking Midfielder/ Winger","01/01/1996","23","£0.17","14/11/2017","£0.95"
"Maxime Lopez","Marseille","Midfield","Attacking Midfielder/ Winger","04/12/1997","21","£0.17","14/11/2017","£0.90"
"Alassane Plea","Borussia Mönchengladbach","Forward","Second Striker/ Winger","10/03/1993","26","£0.33","22/11/2017","£0.99"
"Benjamin Pavard","Stuttgart","Goalkeeper/ Defender","Centre Back","28/03/1996","23","£0.13","22/11/2017","£0.86"
"Hannes Wolf","Red Bull","Midfield","Attacking Midfielder/ Winger","16/04/1999","20","£0.13","22/01/2018","£0.88"
"Arthur","Barcelona","Midfield","Central Midfielder","12/08/1996","23","£0.23","06/02/2018","£0.87"
"Yan Valery","Southampton","Goalkeeper/ Defender","Full back","22/02/1999","20","£0.53","21/12/2018","£0.88"
"Josh King","Bournemouth","Forward","Second Striker/ Winger","15/01/1992","27","£0.50","01/11/2017","£0.88"
"Juan Foyth","Tottenham","Goalkeeper/ Defender","Centre Back","12/01/1998","21","£0.10","14/11/2017","£0.90"
"Rony Lopes","AS Monaco","Midfield","Attacking Midfielder/ Winger","28/12/1995","23","£0.13","17/11/2017","£0.96"
"Joaquin Correa","Lazio","Midfield","Attacking Midfielder/ Winger","13/08/1994","25","£0.23","18/12/2017","£0.97"
"Wahbi Khazri","St Etienne","Midfield","Attacking Midfielder/ Winger","08/02/1991","28","£0.23","25/01/2018","£0.83"
"Riccardo Orsolini","Bologna","Forward","Second Striker/ Winger","24/01/1997","22","£0.13","06/03/2018","£0.96"
"Dodi Lukebakio","Fortuna Düsseldorf","Forward","Second Striker/ Winger","24/09/1997","21","£0.23","31/08/2018","£0.95"
"Ibrahim Sangare","Toulouse","Midfield","Central Midfielder","02/12/1997","21","£0.27","13/09/2018","£0.86"
"Rabbi Matondo","Schalke","Forward","Second Striker/ Winger","09/09/2000","18","£0.27","23/11/2018","£0.94"
"Jamal Lewis","Other","Goalkeeper/ Defender","Full back","25/01/1998","21","£0.33","07/01/2019","£0.92"
"Ben Godfrey","Norwich","Goalkeeper/ Defender","Centre Back","15/01/1998","21","£0.30","08/03/2019","£0.91"
"Granit Xhaka","Arsenal","Midfield","Central Midfielder","27/09/1992","26","£0.08","","£0.83"
"Hector Bellerin","Arsenal","Goalkeeper/ Defender","Full back","19/03/1995","24","£0.08","","£0.91"
"Nadiem Amiri","Hoffenheim","Midfield","Central Midfielder","27/10/1996","22","£0.17","16/11/2017","£0.89"
"Thiago Mendes","Lille","Midfield","Central Midfielder","15/03/1992","27","£0.23","22/11/2017","£0.84"
"Boubakary Soumare","Lille","Midfield","Central Midfielder","27/02/1999","20","£0.23","23/01/2018","£0.86"
"Ismael Bennacer","Empoli","Midfield","Central Midfielder","01/12/1997","21","£0.23","04/09/2018","£0.94"
"Eder Militao","Porto","Goalkeeper/ Defender","Full back","18/01/1998","21","£0.40","01/10/2018","£0.89"
"Jean-Philippe Mateta","Mainz","Forward","Centre Forward","28/06/1997","22","£0.27","18/10/2018","£0.90"
"Eric Garcia","Man City","Goalkeeper/ Defender","Centre Back","09/01/2001","18","£0.23","08/02/2019","£0.86"
"Julian Draxler","PSG","Midfield","Attacking Midfielder/ Winger","20/09/1993","25","£0.08","","£0.87"
"Emerson","Chelsea","Goalkeeper/ Defender","Full back","03/08/1994","25","£0.27","02/11/2017","£0.96"
"Inaki Williams","Ath Bilbao","Forward","Second Striker/ Winger","15/06/1994","25","£0.33","16/11/2017","£0.92"
"Patrick Roberts","Girona","Midfield","Attacking Midfielder/ Winger","05/02/1997","22","£0.12","24/11/2017","£0.80"
"Lewis Cook","Bournemouth","Midfield","Central Midfielder","03/02/1997","22","£0.13","15/12/2017","£0.88"
"Domingos Quina","Watford","Midfield","Attacking Midfielder/ Winger","18/11/1999","19","£0.13","05/01/2018","£0.81"
"Junior Firpo","Betis","Goalkeeper/ Defender","Full back","22/08/1996","22","£0.33","18/10/2018","£0.86"
"Tyler Adams","RB Leipzig","Midfield","Attacking Midfielder/ Winger","14/02/1999","20","£0.37","07/11/2018","£0.87"
"Calvin Stengs","AZ","Forward","Second Striker/ Winger","18/12/1998","20","£0.47","19/11/2018","£1.00"
"Pedro Guilherme","Other","Forward","Centre Forward","20/06/1997","22","£0.30","28/02/2019","£0.86"
"David Alaba","Bayern Munich","Goalkeeper/ Defender","Full back","24/06/1992","27","£0.08","","£0.88"
"Iago Aspas","Celta","Forward","Centre Forward","01/08/1987","32","£0.27","09/11/2017","£0.87"
"Rob Holding","Arsenal","Goalkeeper/ Defender","Centre Back","20/09/1995","23","£0.20","14/11/2017","£0.85"
"Dominic Calvert-Lewin","Everton","Forward","Second Striker/ Winger","16/03/1997","22","£0.12","24/11/2017","£0.86"
"Gerard Deulofeu","Watford","Forward","Second Striker/ Winger","13/03/1994","25","£0.20","24/11/2017","£0.81"
"Ruben Dias","Benfica","Goalkeeper/ Defender","Centre Back","14/05/1997","22","£0.13","21/05/2018","£0.84"
"Jonathan Panzo","AS Monaco","Goalkeeper/ Defender","Centre Back","25/10/2000","18","£0.33","15/11/2018","£0.85"
"Ciro Immobile","Lazio","Forward","Centre Forward","20/02/1990","29","£0.08","","£0.90"
"Michy Batshuayi","Crystal Palace","Forward","Centre Forward","02/10/1993","25","£0.08","","£0.87"
"Malang Sarr","OGC Nice","Goalkeeper/ Defender","Full back","23/01/1999","20","£0.40","01/11/2017","£0.84"
"Lorenzo Pellegrini","Roma","Midfield","Central Midfielder","19/06/1996","23","£0.20","16/11/2017","£0.87"
"Curtis Jones","Liverpool","Midfield","Central Midfielder","30/01/2001","18","£0.13","12/06/2018","£0.87"
"Josh Sargent","Werder Bremen","Forward","Centre Forward","20/02/2000","19","£0.17","13/06/2018","£0.97"
"Odsonne Edouard","Celtic","Forward","Centre Forward","16/01/1998","21","£0.27","24/08/2018","£0.86"
"Arnaut Danjuma Groeneveld","Club Brugge","Forward","Second Striker/ Winger","31/01/1997","22","£0.40","27/09/2018","£0.80"
"Christian Kouame","Genoa","Forward","Centre Forward","06/12/1997","21","£0.33","26/10/2018","£0.91"
"Conor Gallagher","Chelsea","Midfield","Central Midfielder","06/02/2000","19","£0.50","21/12/2018","£0.91"
"Lloyd Kelly","Other","Goalkeeper/ Defender","Full back","06/10/1998","20","£0.40","04/01/2019","£0.86"
"Viktor Tsygankov","Dynamo Kyiv","Midfield","Attacking Midfielder/ Winger","15/11/1997","21","£0.30","04/01/2019","£0.83"
"Jordi Alba","Barcelona","Goalkeeper/ Defender","Full back","21/03/1989","30","£0.08","","£0.86"
"Demarai Gray","Leicester City","Midfield","Attacking Midfielder/ Winger","28/06/1996","23","£0.08","","£0.78"
"Lucas Torreira","Arsenal","Midfield","Central Midfielder","11/02/1996","23","£0.37","09/11/2017","£0.83"
"Valentin Rongier","Nantes","Midfield","Defensive Midfielder/ Wingback","07/12/1994","24","£0.13","10/11/2017","£0.82"
"Francisco Trincao","Braga","Forward","Second Striker/ Winger","29/12/1999","19","£0.50","23/01/2019","£0.82"
"Victor Lindelöf","Man United","Goalkeeper/ Defender","Centre Back","17/07/1994","25","£0.08","","£1.00"
"Andreas Christensen","Chelsea","Goalkeeper/ Defender","Centre Back","10/04/1996","23","£0.50","01/11/2017","£0.81"
"Ederson","Man City","Goalkeeper/ Defender","Goalkeeper","17/08/1993","26","£0.33","09/11/2017","£0.77"
"Erick Pulgar","Bologna","Midfield","Defensive Midfielder/ Wingback","15/01/1994","25","£0.17","21/11/2017","£0.88"
"Munas Dabbur","Red Bull","Forward","Centre Forward","14/05/1992","27","£0.10","01/12/2017","£0.75"
"Douglas Luiz","Girona","Midfield","Central Midfielder","09/05/1998","21","£0.13","21/12/2017","£0.87"
"Kenny Lala","Strasbourg","Goalkeeper/ Defender","Full back","03/10/1991","27","£0.27","24/01/2018","£0.85"
"Gianluca Gaetano","Napoli","Midfield","Attacking Midfielder/ Winger","05/05/2000","19","£0.13","15/02/2018","£0.79"
"Eberechi Eze","Other","Midfield","Central Midfielder","29/06/1998","21","£0.27","13/11/2018","£0.82"
"Jayden Bogle","Derby","Goalkeeper/ Defender","Full back","27/07/2000","19","£0.30","23/01/2019","£0.82"
"James Milner","Liverpool","Midfield","Central Midfielder","04/01/1986","33","£0.77","02/11/2017","£0.82"
"Lucas Hernandez","Atlético Madrid","Goalkeeper/ Defender","Centre Back","14/02/1996","23","£0.17","09/11/2017","£0.81"
"Ante Rebic","Ein Frankfurt","Forward","Centre Forward","21/09/1993","25","£0.17","01/12/2017","£0.90"
"Boubacar Kamara","Marseille","Midfield","Defensive Midfielder/ Wingback","23/11/1999","19","£0.20","05/01/2018","£0.82"
"Fedor Chalov","CSKA Moscow","Forward","Centre Forward","10/04/1998","21","£0.13","22/01/2018","£0.81"
"Umaro Embalo","Benfica","Forward","Second Striker/ Winger","06/05/2001","18","£0.20","16/02/2018","£0.81"
"Xaver Schlager","Red Bull","Midfield","Central Midfielder","28/09/1997","21","£0.13","11/05/2018","£0.86"
"Joachim Andersen","Sampdoria","Goalkeeper/ Defender","Centre Back","31/05/1996","23","£0.30","12/09/2018","£0.83"
"Jurgen Ekkelenkamp","Ajax","Midfield","Central Midfielder","05/04/2000","19","£0.30","18/10/2018","£0.80"
"Maxence Caqueret","Lyon","Midfield","Central Midfielder","15/02/2000","19","£0.37","08/02/2019","£0.81"
"David de Gea","Man United","Goalkeeper/ Defender","Goalkeeper","07/11/1990","28","£0.08","","£0.78"
"Moritz Leitner","Norwich","Midfield","Central Midfielder","08/12/1992","26","£0.80","08/08/2019","£0.84"
"Federico Bernardeschi","Juventus","Forward","Second Striker/ Winger","16/02/1994","25","£0.37","01/11/2017","£0.85"
"Leandro Trossard","KRC Genk","Forward","Second Striker/ Winger","04/12/1994","24","£0.13","29/11/2017","£0.99"
"Han-Noah Massengo","AS Monaco","Midfield","Defensive Midfielder/ Wingback","07/07/2001","18","£0.50","05/12/2018","£0.80"
"Abdulkadir Omur","Other","Midfield","Attacking Midfielder/ Winger","25/06/1999","20","£0.43","16/01/2019","£0.80"
"Benoit Badiashile","AS Monaco","Goalkeeper/ Defender","Centre Back","26/03/2001","18","£0.33","16/01/2019","£0.76"
"Álvaro Morata","Atlético Madrid","Forward","Centre Forward","23/10/1992","26","£0.08","","£0.97"
"Hakan Çalhanoğlu","AC Milan","Midfield","Attacking Midfielder/ Winger","08/02/1994","25","£0.08","","£0.93"
"Onel Hernandez","Norwich","Midfield","Attacking Midfielder/ Winger","01/02/1993","26","£0.70","19/07/2019","£0.77"
"Luke Freeman","Sheffield United","Midfield","Attacking Midfielder/ Winger","22/03/1992","27","£0.80","08/08/2019","£0.82"
"Mario Vrancic","Norwich","Midfield","Central Midfielder","23/05/1989","30","£0.80","08/08/2019","£0.81"
"George Baldock","Sheffield United","Goalkeeper/ Defender","Full back","09/03/1993","26","£0.80","08/08/2019","£0.81"
"Enda Stevens","Sheffield United","Goalkeeper/ Defender","Full back","09/07/1990","29","£0.80","08/08/2019","£0.81"
"Faouzi Ghoulam","Napoli","Goalkeeper/ Defender","Full back","01/02/1991","28","£0.60","06/11/2017","£0.78"
"Jordan Veretout","Fiorentina","Midfield","Central Midfielder","01/03/1993","26","£0.47","07/11/2017","£0.81"
"Issa Diop","West Ham United","Goalkeeper/ Defender","Centre Back","09/01/1997","22","£0.23","14/11/2017","£0.75"
"Kristoffer Ajer","Celtic","Goalkeeper/ Defender","Centre Back","17/04/1998","21","£0.17","20/12/2017","£0.72"
"Henry Onyekuru","Galatasaray","Forward","Second Striker/ Winger","05/06/1997","22","£0.10","20/12/2017","£0.75"
"Xavier Amaechi","Arsenal","Forward","Second Striker/ Winger","05/01/2001","18","£0.40","11/02/2019","£0.79"
"Karim Benzema","Real Madrid","Forward","Centre Forward","19/12/1987","31","£0.08","","£0.90"
"Sergio Canales","Betis","Midfield","Attacking Midfielder/ Winger","16/02/1991","28","£0.33","08/11/2017","£0.78"
"Wilfred Ndidi","Leicester City","Midfield","Central Midfielder","16/12/1996","22","£0.23","10/11/2017","£0.81"
